sheet,date,recorder,collector,transect,treeSpecies,branchNum,catCount,catNumMin,catNumMax,lfCount,notes,data entry notes
,604,ML,PD;HW,109,BERTH,1,1,J2249,J2249,600,,
,604,ML,PD;HW,109,BERTH,1,0,-,-,150,,
,604,ML,PD;HW,109,VIBLE,1,0,-,-,35,,
,604,ML,PD;HW,109,VIBLE,2,0,-,-,20,,
,604,ML,PD;HW,109,BERTH,1,0,-,-,350,,
,604,ML,PD;HW,109,FRAAM,1,0,-,-,50,,
,604,ML,PD;HW,109,FRAAM,2,0,-,-,30,,
,604,ML,PD;HW,109,BERTH,1,0,-,-,800,,
,604,ML,PD;HW,109,BERTH,1,0,-,-,350,,
,604,ML,PD;HW,109,MALXX,1,0,-,-,50,,
,602,GA,GM;KD,105,ROSMU,1,0,-,-,500,,
,602,GA,GM;KD,105,EUOAL,1,0,-,-,400,,
,602,GA,GM;KD,105,LIGVU,1,1,J2103,J2103,500,,
,602,GA,GM;KD,105,AMELA,1,0,-,-,60,,
,603,RP,PD,108,BERTH,1,0,-,-,300,,
,603,RP,PD,108,BERTH,2,2,J2218,J2219,300,,
,603,RP,PD,108,BERTH,3,0,-,-,300,,
,603,RP,PD,108,BERTH,4,0,-,-,200,,
,603,RP,PD,108,BERTH,1,0,-,-,250,,
,603,RP,PD,108,BERTH,2,0,-,-,300,,
,603,RP,PD,108,BERTH,1,0,-,-,300,,
,603,RP,PD,108,BERTH,2,0,-,-,400,,
,603,RP,PD,108,BERTH,1,1,J2220,J2220,500,,
,604,HW,RG,111,BERTH,1,0,-,-,300,,
,604,HW,RG,111,VIBDI,1,0,-,-,30,,
,604,HW,RG,111,BERTH,1,3,J2280,J2282,1200,,
,604,HW,RG,111,BERTH,1,0,-,-,160,,
,604,HW,RG,111,BERTH,1,0,-,-,600,,
,604,HW,RG,111,LIGVU,1,0,-,-,70,,
,604,HW,RG,111,VIBDI,1,0,-,-,130,,
,604,HW,RG,111,VIBDI,1,0,-,-,40,,
,604,HW,RG,111,VIBDI,2,0,-,-,230,,
,604,HW,RG,111,VIBDI,3,0,-,-,200,,
,604,HW,RG,111,VIBDI,1,0,-,-,200,,
,604,HW,RG,111,BERTH,1,1,J2283,J2283,600,,
,607,HW,PD,112,ROSMU,1,0,-,-,50,,
,607,HW,PD,112,BERTH,1,0,-,-,500,,
,607,HW,PD,112,VIBAC,1,0,-,-,40,,
,607,HW,PD,112,BERTH,1,0,-,-,310,,
,607,HW,PD,112,ROSMU,1,1,J2342,J2342,100,,
,607,HW,PD,112,ROSMU,2,0,-,-,70,,
,607,HW,PD,112,ROSMU,3,1,J2343,J2343,45,,
,607,HW,PD,112,ROSMU,1,0,-,-,40,,
7,603,ML,ML,106,RUBAL,1,0,-,-,20,,
,603,ML,ML,106,BERTH,1,0,-,-,300,,
,603,ML,ML,106,RUBAL,1,0,-,-,30,,
,603,ML,ML,106,RUBAL,1,3,J2156,J2158,30,,
,603,PD,ML,106,VIBPI,1,0,-,-,80,,
,603,PD,ML,106,VIBPI,1,0,-,-,110,,
,603,PD,ML,106,RUBAL,1,3,J2159,J2161,9,,
,603,PD,ML,106,BERTH,1,0,-,-,200,,
,603,PD,ML,106,BERTH,1,0,-,-,400,,
,603,PD,ML,106,VIBPI,1,0,-,-,100,,
,603,PD,ML,106,VIBPI,2,0,-,-,50,,
,603,PD,ML,106,BERTH,1,0,-,-,500,,
,603,PD,ML,106,VIBPI,1,0,-,-,300,,
,603,PD,ML,106,VIBDI,1,1,J2162,J2162,100,,
,603,PD,ML,106,VIBPI,1,0,-,-,300,,
,603,PD,ML,106,ROSMU,1,0,-,-,50,,
,603,PD,ML,106,PRUSE,1,5,J2163,J2167,100,,
,603,PD,ML,106,PRUSE,2,2,J2168,J2169,130,,
,603,PD,ML,106,PRUSE,1,6,J2170,J2175,140,,
,603,PD,ML,106,BERTH,1,0,-,-,250,,
,603,PD,ML,107,VIBAC,1,0,-,-,45,,
,603,PD,ML,107,VIBAC,1,0,-,-,20,,
,603,PD,ML,107,VIBAC,1,0,-,-,30,,
,603,PD,ML,107,VIBAC,1,0,-,-,20,,
,603,PD,ML,107,AMECA,1,1,J2176,J2176,10,,
,603,PD,ML,107,AMECA,1,1,J2177,J2177,16,,
,603,PD,ML,107,VIBAC,1,0,-,-,20,,
,603,PD,ML,107,VIBAC,1,0,-,-,10,,
,603,PD,ML,107,AMECA,1,1,J2178,J2178,35,,
,603,PD,ML,107,AMEAR,1,1,J2179,J2179,300,,
,603,PD,ML,107,AMECA,1,0,-,-,60,,
8,604,ML,PD;HW,109,MALXX,2,0,-,-,50,cont. from page 5,
,604,ML,PD;HW,109,VIBLE,1,3,J2250,J2252,100,,
,604,ML,PD;HW,109,BERTH,1,0,-,-,150,,
,604,ML,PD;HW,109,BERTH,1,1,J2253,J2253,800,,
,604,ML,PD;HW,109,BERTH,1,0,-,-,750,,
,604,ML,PD;HW,109,BERTH,1,0,-,-,1000,,
,604,ML,PD;HW,109,ROSMU,1,1,J2254,J2254,130,,
,604,ML,PD;HW,109,BERTH,1,0,-,-,250,,
,604,ML,PD;HW,109,LONMO,1,0,-,-,150,,
,604,ML,PD;HW,109,LONMO,2,1,J2255,J2255,75,,
,604,ML,PD;HW,109,ROSMU,2,1,J2256,J2256,70,,
,604,ML,PD;HW,109,LONMO,3,0,-,-,100,,
,604,ML,PD;HW,109,BERTH,1,0,-,-,400,,
,604,ML,PD;HW,109,BERTH,1,1,J2257,J2258,320,,NUMBERING ERROR?
,604,ML,PD;HW,110,VIBAC,1,0,-,-,60,,
,604,ML,PD;HW,110,EUOAL,1,2,J2259,J2260,200,,
,604,ML,PD;HW,110,VIBDI,1,0,-,-,150,,
,604,ML,PD;HW,110,VIBDI,2,0,-,-,70,,
,604,ML,PD;HW,110,VIBDI,3,0,-,-,200,,
,604,ML,PD;HW,110,EUOAL,2,0,-,-,180,,
,604,ML,PD;HW,110,ROSMU,1,0,-,-,70,,
,604,ML,PD;HW,110,RUBXX,1,0,-,-,26,,
,604,ML,PD;HW,110,RUBXX,1,0,-,-,20,,
,604,ML,PD;HW,110,VIBAC,1,0,-,-,20,,
,604,ML,PD;HW,110,RUBXX,1,0,-,-,15,,
,604,ML,PD;HW,110,VIBAC,1,0,-,-,80,,
,604,ML,PD;HW,110,VIBAC,1,1,J2261,J2261,50,,
,604,ML,PD;HW,110,VIBAC,1,2,J2262,J2263,80,,
,604,ML,PD;HW,110,ROSMU,1,0,-,-,100,,
,604,ML,PD;HW,110,FRAAM,1,2,J2264,J2265,20,,
,604,ML,PD;HW,110,FRAAM,1,0,-,-,9,,
,604,ML,PD;HW,110,FRAAM,1,4,J2266,J2269,20,,
,604,ML,PD;HW,110,FRAAM,2,2,J2270,J2271,30,,
9,604,ML,PD;HW,110,VIBAC,1,0,-,-,64,,
,604,ML,PD;HW,110,FRAAM,1,1,J2272,J2272,14,,
,604,ML,PD;HW,110,FRAAM,2,2,J2273,J2274,13,,
,604,ML,PD;HW,110,FRAAM,3,0,-,-,28,,
,604,ML,PD;HW,110,PRUSE,1,0,-,-,23,,
,604,ML,PD;HW,110,PRUSE,1,0,-,-,90,,
,604,GA,RP;PD,111,LIGVU,1,0,-,-,100,,
,604,GA,RP;PD,111,LIGVU,1,0,-,-,250,,
,604,GA,RP;PD,111,ROSMU,1,0,-,-,200,,
,604,GA,RP;PD,111,LIGVU,1,0,-,-,260,,
,604,GA,RP;PD,111,BERTH,1,0,-,-,400,,
,604,GA,RP;PD,111,VIBDI,1,0,-,-,50,,
,604,GA,RP;PD,111,BERTH,1,0,-,-,400,,
,604,GA,RP;PD,111,VIBDI,1,0,-,-,15,,
,604,GA,RP;PD,111,BERTH,1,0,-,-,200,,
,604,GA,RP;PD,111,BERTH,1,0,-,-,1000,,
,604,GA,RP;PD,111,VIBDI,1,0,-,-,600,,
,604,GA,RP;PD,111,VIBDI,1,0,-,-,500,,
,604,GA,RP;PD,111,BERTH,1,0,-,-,1050,,
,604,GA,RP;PD,111,BERTH,1,1,J2275,J2275,2000,,
,604,GA,RP;PD,111,VIBDI,1,1,J2276,J2276,120,,
,604,GA,RP;PD,111,BERTH,1,0,-,-,1200,,
,604,GA,RP;PD,111,VIBDI,2,0,-,-,350,lots of ants,
,604,GA,RP;PD,111,VIBDI,1,0,-,-,300,,
,604,GA,RP;PD,111,VIBDI,1,0,-,-,200,,
,604,GA,RP;PD,111,VIBDI,1,0,-,-,250,,
,607,AH,PD;KD,112,VIBAC,1,2,J2311,J2312,30,,
,607,AH,PD;KD,112,ROSMU,1,0,-,-,15,,
,607,AH,PD;KD,112,BERTH,1,0,-,-,100,,
,607,AH,PD;KD,112,BERTH,1,0,-,-,200,,
,607,AH,PD;KD,112,BERTH,1,0,-,-,100,,
,607,AH,PD;KD,112,ROSMU,1,0,-,-,15,,
,607,AH,PD;KD,112,ROSMU,1,0,-,-,6,,
19,609,AO,HW,118,FRAAM,1,1,J2528,J2528,26,,
,609,AO,HW,118,FRAAM,1,0,-,-,8,,
,609,AO,HW,118,VIBAC,1,0,-,-,24,,
,609,AO,HW,118,FRAAM,1,0,-,-,6,,
,609,AO,HW,118,VIBAC,1,1,J2529,J2529,32,,
,609,AO,HW,118,VIBAC,1,0,-,-,80,,
,609,AO,HW,118,FRAAM,1,0,-,-,10,,
,609,AO,HW,118,FRAAM,1,1,J2530,J2530,14,Death by parasatoid; S,
,609,AO,HW,118,FRAAM,1,1,J2531,J2531,6,Pupa,
,609,AO,HW,118,VIBAC,1,4,J2532,J2535,100,,
,609,AO,HW,118,VIBAC,1,3,J2536,J2537,80,Cat count correct; includes J2540,
,609,AO,HW,118,VIBAC,1,0,-,-,120,,
,609,AO,HW,118,VIBAC,1,0,-,-,180,,
,609,AO,HW,118,VIBAC,1,0,-,-,210,,
,609,AO,HW,118,VIBAC,1,1,J2538,J2538,250,,
,609,AO,HW,118,VIBAC,1,1,J2539,J2539,90,,
,609,AO,HW,118,VIBAC,1,1,J2540,J2540,80,,
,609,AO,HW,118,VIBAC,1,2,J2541,J2542,30,,
,609,AO,HW,118,VIBAC,1,1,J2543,J2543,60,,
,609,AO,HW,118,LIGVU,1,0,-,-,70,,
,609,AO,HW,118,LIGVU,2,1,J2544,J2544,150,,
,609,AO,HW,118,LIGVU,3,0,-,-,130,,
,609,AO,HW,118,RUBXX,1,0,-,-,60,,
,609,AO,HW,118,LIGVU,1,0,-,-,50,,
,609,AO,HW,118,RUBXX,1,4,J2545,J2548,160,,
,609,AO,HW,118,LIGVU,1,0,-,-,205,,
,609,AO,HW,118,PRUSE,1,0,-,-,30,,
,609,AO,HW,118,PRUSE,2,0,-,-,150,,
,609,AO,HW,118,PRUSE,3,4,J2549,J2552,2,,
20,609,PD,RP,118,FRAAM,1,0,-,-,4,,
,609,PD,RP,118,VIBAC,1,0,-,-,65,,
,609,RP,PD,118,VIBAC,1,0,-,-,50,,
,609,RP,PD,118,VIBAC,1,0,-,-,60,,
,609,RP,PD,118,FRAAM,1,1,J2497,J2497,5,,
,609,RP,PD,118,VIBAC,1,0,-,-,50,,
,609,RP,PD,118,VIBAC,1,1,J2498,J2498,40,Filled w parasatoids,
,609,RP,PD,118,VIBAC,1,0,-,-,20,,
,609,RP,PD,118,VIBAC,1,0,-,-,80,,
,609,RP,PD,118,VIBAC,1,0,-,-,20,,
,609,RP,PD,118,FRAAM,1,0,-,-,2,,
,609,RP,PD,118,FRAAM,1,0,-,-,4,,
,609,RP,PD,118,ROSMU,1,1,J2499,J2499,60,Parasatoid w dead cat,
,609,RP,PD,118,BERTH,1,0,-,-,300,,
,609,RP,PD,118,VIBAC,1,0,-,-,40,,
,609,RP,PD,118,FRAAM,1,1,J2500,J2500,20,,
,609,RP,PD,118,VIBAC,1,1,J2501,J2501,40,,
,609,RP,PD,118,BERTH,1,1,J2502,J2502,850,,
,609,RP,PD,118,VIBAC ,1,1,J2503,J2503,40,Non descript green,
,609,RP,PD,118,VIBAC,1,1,J2504,J2504,20,,
,609,RP,PD,118,VIBAC,1,0,-,-,40,,
,609,RP,PD,118,VIBAC,1,0,-,-,30,,
,609,RP,PD,118,BERTH,1,0,-,-,250,,
,609,RP,PD,118,VIBAC,1,0,-,-,50,,
,609,RP,PD,118,VIBAC,1,0,-,-,20,,
,609,RP,PD,118,VIBAC,1,0,-,-,70,,
,609,RP,PD,118,VIBAC,1,0,-,-,40,,
,609,RP,PD,118,VIBAC,1,1,J2505,J2505,40,,
,609,RP,PD,118,VIBAC,1,0,-,-,50,,
,609,RP,PD,119,BERTH,1,2,J2506,J2507,2000,A lot of really small cats,
,609,RP,PD,119,RUBXX,1,2,J2508,J2509,60,,
,609,RP,PD,119,ROSMU,1,3,J2510,J2512,80,,
,609,RP,PD,119,BERTH,1,0,-,-,700,,
21,609,RP,PD,119,ROSMU,1,0,-,-,60,,
,609,RP,PD,119,BERTH,1,1,J2513,J2513,600,,
,609,RP,PD,119,VIBPL,1,0,-,-,90,,
,618,RP,PD; GM,136,ROSMU,1,0,-,-,250,,
,618,RP,PD; GM,136,BERTH,1,0,-,-,250,,
,618,RP,PD; GM,136,BERTH,1,0,-,-,200,,
,618,RP,PD; GM,136,BERTH,1,0,-,-,1000,,
,618,RP,PD; GM,136,ROSMU,1,0,-,-,100,,
,618,RP,PD; GM,136,PRUSE,1,0,-,-,120,,
,618,RP,PD; GM,136,BERTH,1,0,-,-,1000,,
,618,RP,PD; GM,136,PRUSE,2,1,J2875,J2875,400,,
,618,RP,PD; GM,136,BERTH,1,0,-,-,500,,
,618,RP,PD; GM,136,LIGVU,1,0,-,-,100,,
,618,RP,PD; GM,136,PRUSE,3,1,J2876,J2876,200,,
,618,RP,PD; GM,136,VIBDI,1,0,-,-,80,,
,618,RP,PD; GM,136,ROSMU,1,0,-,-,120,,
,618,RP,PD; GM,136,ROSMU,1,2,J2877,J2878,60,,
,618,RP,PD; GM,136,BERTH,1,0,-,-,500,,
,618,RP,PD; GM,136,ROSMU,1,1,J2879,J2879,30,,
,618,ML,ML,136,ROSMU,1,1,J2880,J2880,120,,
22,610,DR,ML,120,VIBPL,1,0,-,-,150,,
,610,DR,ML,120,LIGVU,1,0,-,-,350,,
,610,DR,ML,120,LIGVU,1,0,-,-,100,,
,610,DR,ML,120,VIBPL,1,0,-,-,200,,
,610,DR,ML,120,VIBPL,1,0,-,-,150,,
,610,DR,ML,120,VIBPL,1,0,-,-,80,,
,610,DR,ML,120,LIGVU,1,0,-,-,200,,
,610,DR,ML,120,VIBDI,1,1,J2559,J2559,350,,
,610,DR,ML,120,VIBPL,1,0,-,-,150,,
,610,DR,ML,120,LIGVU,1,0,-,-,350,,
,610,DR,ML,120,LIGVU,2,0,-,-,400,,
,610,DR,ML,120,ROSMU,1,0,-,-,300,,
,610,DR,ML,120,VIBPL,1,1,J2560,J2561,200,,
,610,DR,ML,120,BERTH,1,3,J2562,J2564,700,,
,610,DR,ML,120,LIGVU,1,0,-,-,300,,
,610,DR,ML,120,LIGVU,1,0,-,-,150,,
,610,DR,ML,120,MALXX,1,0,-,-,300,,
,610,DR,ML,120,BERTH,1,0,-,-,600,,
,610,DR,ML,120,ROSMU,1,1,J2565,J2565,100,,
,610,DR,ML,120,LIGVU,1,0,-,-,270,,
,610,DR,ML,120,FRAAM,1,0,-,-,40,,
,610,DR,ML,120,FRAAM,1,0,-,-,35,,
,610,DR,ML,120,PRUSE,1,1,J2566,J2566,80,,
,610,DR,DR,121,CRAXX,1,0,-,-,20,,
,610,DR,DR,121,PRUSE,1,0,-,-,40,,
,610,DR,DR,121,FRAXX,1,0,-,-,2,,
,610,DR,DR,121,PRUSE,1,0,-,-,40,,
,610,DR,DR,121,PRUSE,2,0,-,-,20,,
,610,DR,DR,121,AMEXX,1,1,J2567,J2567,30,,
,610,DR,DR,121,PRUSE,1,0,-,-,50,,
,610,DR,DR,121,CRAXX,1,0,-,-,50,,
,610,DR,DR,122,BERTH,1,0,-,-,400,,
,610,DR,DR,122,VIBDI,1,0,-,-,30,,
23,610,DR,DR,122,FRAXX,1,0,-,-,2,,
,610,DR,DR,122,FRAXX,1,0,-,-,2,,
,610,DR,DR,122,FRAXX,1,0,-,-,4,,
,610,DR,DR,122,CRAXX,1,1,J2568,J2568,20,,
,610,DR,DR,122,FRAXX,1,0,-,-,2,SEVERED MUMMIFIED FLIES,
,616,HW,AO,129,VIBDI,1,0,-,-,50,,
,616,HW,AO,129,VIBDI,2,0,-,-,115,,
,616,HW,AO,129,VIBDI,3,0,-,-,200,LOTS OF BEETLES,
,616,HW,AO,129,BERTH,1,0,-,-,210,,
,616,HW,AO,129,BERTH,2,0,-,-,220,,
,616,HW,AO,129,BERTH,3,0,-,-,60,,
,616,HW,AO,129,BERTH,4,1,J2745,J2745,400,LOTS OF BEETLES,
,616,HW,AO,129,ROSMU,1,0,-,-,40,,
,616,HW,AO,129,VIBLA,1,1,J2746,J2746,85,,
,616,HW,AO,129,VIBLA,2,0,-,-,50,,
,616,HW,AO,129,RUBXX,1,2,J2747,J2748,10,,
,616,HW,AO,129,RUBPH,1,0,-,-,40,,
,616,HW,AO,129,RUBPH,2,0,-,-,70,,
,616,HW,AO,129,ROSMU,1,0,-,-,17,,
,616,HW,AO,129,FRAXX,1,2,J2749,J2750,30,,
,616,HW,AO,129,FRAXX,2,0,-,-,17,,
,616,HW,AO,129,FRAXX,3,0,-,-,30,,
,616,HW,AO,129,LIGVU,1,0,-,-,300,,
,616,HW,AO,129,ROSMU,1,0,-,-,20,,
,616,HW,AO,129,ROSMU,2,0,-,-,75,,
,616,HW,AO,129,ROSMU,1,0,-,-,60,,
,616,HW,AO,129,RUBXX,1,0,-,-,30,EARWIGS,
,616,HW,AO,129,RUBXX,2,0,-,-,25,,
,616,HW,AO,129,RUBXX,1,0,-,-,15,,
,616,HW,AO,129,LIGVU,1,0,-,-,60,,
,616,HW,AO,129,LIGVU,1,0,-,-,70,,
10,607,KD,PD,114,VIBDI,1,0,-,-,130,,
,607,KD,PD,114,VIBDI,1,0,-,-,250,,
,607,KD,PD,114,VIBDI,1,0,-,-,180,,
,607,KD,PD,114,VIBDI,1,0,-,-,350,,
,607,KD,PD,114,VIBDI,2,0,-,-,100,,
,607,KD,PD,114,VIBDI,1,0,-,-,120,,
