  DATE,team,transect,catNum,catSpecies,treeSpecies,collected?,notes,captureWeight,captureWeightDay,newHost,changeID,geInitialWeight,geFinalWeight,geFrassWeight,Late,fate,fateDate,
531,MLDR,303,1101,NOCTXX,PRUSE,Y,PYREXX?,0.0022,1,AMEXX,HIMEFI,0.0123,0.041,0.0549,,P,718,
531,MLDR,303,1102,HYPAUN,CRAXX,Y,,0.0489,1,MALFL,PALEVE,0.0458,,,,D,607,
531,MLDR,303,1103,HYPAUN,CRAXX,Y,T,0.0383,1,AMEXX,PALEVE,0.0376,,,,T,606,
531,MLDR,303,1104,GEOMXX,CRAXX,TEMP,PHOTO AND RELEASE,0.1179,1,NA,,,,,,T,603,
531,MLDR,303,1105,EUPIMI,CRAXX,N,,,,NA,,,,,,,,
531,MLDR,303,1106,PROTPO,CRAXX,N,,,,NA,,,,,,,,
531,MLDR,303,1107,HYPAUN,CRAXX,Y,,0.0688,1,AMEXX,PALEVE,0.0692,,,,T,606,
531,MLDR,303,1108,HYPAUN,CRAXX,Y,,0.0558,1,MALFL,PALEVE,0.0589,,,,P,,
531,MLDR,303,1109,HYPAUN,CRAXX,Y,"T, PP 607",0.0704,1,MALFL,PALEVE,0.0735,,,,P,609,
531,MLDR,303,1110,HYPAUN,CRAXX,Y,PP 606,0.0785,1,MALFL,PALEVE,0.0931,,,,P,609,
531,MLDR,303,1111,EUPIMI,CRAXX,N,,,,NA,,,,,,,,
531,MLDR,303,1112,HYPAUN,AMEXX,Y,,0.0979,1,MALFL,PALEVE,0.0703,,,,T,606,
531,MLDR,303,1113,EUPIXX,AMEXX,N,,,,NA,,,,,,,,
531,MLDR,303,1114,EUPIXX,AMEXX,N,,,,NA,,,,,,,,
531,MLDR,303,1115,HYPAUN,CRAXX,Y,,0.0487,1,MALFL,PALEVE,0.0498,,,,D,607,
531,MLDR,303,1116,HYPAUN,CRAXX,Y,TOID,0.031,1,CRAXX,PALEVE,0.0219,,,,T,606,
531,MLDR,303,1117,MICROX,CRAXX,N,,,,NA,,,,,,,,
531,MLDR,303,1118,HYPAUN,CRAXX,Y,PP 602,0.0893,1,MALFL,PALEVE,0.0585,,,,P ,606,
531,MLDR,303,1119,MICROX,CRAXX,N,,,,NA,,,,,,,,
531,MLDR,303,1120,MICROX,AMEXX,N,,,,NA,,,,,,,,
531,MLDR,303,1121,HYPAUN,AMEXX,Y,PP 607,0.0756,1,MALFL,PALEVE,0.0616,,,,P,609,
531,MLDR,303,1122,HYPAUN,AMEXX,Y,,0.0312,1,CRAXX,PALEVE,0.0432,0.0637,0.1382,,P,614,
531,MLDR,303,1123,HYPAUN,AMEXX,Y,,0.1059,1,MALFL,PALEVE,0.0902,,,,P,606,
531,MLDR,303,1124,HYPAUN,AMEXX,Y,TOID,0.0952,1,MALPR,PALEVE,0.0823,,,,D,606,
531,MLDR,303,1125,MELACA,AMEXX,Y,COULD BE MESORU,0.0117,1,NA,,,,,,D,615,
531,MLDR,303,1126,NOCTXX,AMEXX,Y,GREEN+ORTHISH,0.0213,1,ROSMU,HIMEFI,0.0068,,,,MIA,612,
,,,1127,,,N,,,,NA,,,,,,,,
,,,1128,,,N,,,,NA,,,,,,,,
,,,1129,,,N,,,,NA,,,,,,,,
,,,1130,,,N,,,,NA,,,,,,,,
,,,1131,,,N,,,,NA,,,,,,,,
,,,1132,,,N,,,,NA,,,,,,,,
,,,1133,,,N,,,,NA,,,,,,,,
,,,1134,,,N,,,,NA,,,,,,,,
,,,1135,,,N,,,,NA,,,,,,,,
,,,1136,,,N,,,,NA,,,,,,,,
,,,1137,,,N,,,,NA,,,,,,,,
,,,1138,,,N,,,,NA,,,,,,,,
,,,1139,,,N,,,,NA,,,,,,,,
,,,1140,,,N,,,,NA,,,,,,,,
,,,1141,,,N,,,,NA,,,,,,,,
,,,1142,,,N,,,,NA,,,,,,,,
,,,1143,,,N,,,,NA,,,,,,,,
,,,1144,,,N,,,,NA,,,,,,,,
,,,1145,,,N,,,,NA,,,,,,,,
,,,1146,,,N,,,,NA,,,,,,,,
,,,1147,,,N,,,,NA,,,,,,,,
,,,1148,,,N,,,,NA,,,,,,,,
601,ML,305,1149,IRIDEP,PRUSE,N,,,,NA,,,,,,,,
601,ML,305,1150,MICROX,PRUSE,N,,,,NA,,,,,,,,
601,ML,305,1151,MELACA,PRUSE,N,,,,NA,,,,,,,,
601,ML,305,1152,ORGYLE,PRUSE,N,,,,NA,,,,,,,,
601,ML,305,1153,ORTHHI,ELEAN,N,,,,NA,,,,,,,,
601,ML,305,1154,MICROX,RUBXX,N,,,,NA,,,,,,,,
601,ML,305,1155,MICROX,RUBXX,N,,,,NA,,,,,,,,
601,ML,305,1156,PROCLI,RUBXX,N,,,,NA,,,,,,,,
601,ML,305,1157,PUPAXX,RUBXX,Y,,0.0265,1,NA,,,,,,P,601,
601,ML,305,1158,PTEROXX,RUBXX,Y,,0.005,1,NA,GEINBU,,,,,D,607,
601,ML,305,1159,PTEROXX,RUBXX,N,DIF,,,NA,,,,,,,,
601,ML,305,1160,PTEROXX,RUBXX,Y,,0.0098,1,NA,,,,,,P,606,
601,ML,305,1161,MELACA,RUBXX,Y,,0.0101,1,NA,LOMOSE,,,,,P,620,
601,ML,305,1162,ORGYLE,ROSMU,Y,PP 718,0.0045,1,NA,,,,,,P,722,
601,ML,305,1163,MELACA,RUBXX,Y,PP714,0.0036,1,RUBXX,,0.0052,0.0134,0.0121,,PP,714,
601,ML,305,1164,PTEROXX,RUBXX,N,,,,NA,,,,,,,,
601,ML,305,1165,NOCTXX,RUBXX,Y,,0.0046,1,PRUSE,HIMEFI,0.0063,,,,D,613,
601,ML,305,1166,PTEROXX,RUBXX,Y,,0.0112,1,NA,,,,,,P,606,
601,ML,305,1167,PTEROXX,RUBXX,Y,,0.0106,1,NA,,,,,,T,607,
601,ML,305,1168,PTEROXX,RUBXX,Y,,0.0095,1,NA,,,,,,P,606,
601,ML,305,1169,MICROX,RUBXX,N,,,,NA,,,,,,,,
601,ML,305,1170,PROCLI,RUBXX,N,,,,NA,,,,,,,,
601,ML,305,1171,PTEROXX,RUBXX,Y,,0.0091,1,NA,,,,,,P,606,
601,ML,305,1172,PTEROXX,RUBXX,Y,,0.015,1,NA,,,,,,T,610,
601,ML,305,1173,PTEROXX,RUBXX,Y,,0.0082,1,NA,,,,,,P,610,
601,ML,305,1174,MICROX,ROSMU,N,,,,NA,,,,,,,,
601,MLDR,306,1175,LITHXX,PRUSE,N,,,,NA,,,,,,,,
601,MLDR,306,1176,HYPAUN,PRUSE,Y,,0.1174,1,AMEXX,PALEVE,0.0785,,,,P,606,
601,MLDR,306,1177,ORTHRU,PRUSE,Y,,0.0687,1,MALFL,,0.0681,0.2011,0.3264,,D,620,
601,MLDR,306,1178,MELACA,PRUSE,Y,"NOT MELACA, PP?607, MAYBE SAME AS 1208",0.0552,1,NA,,,,,,P,610,
601,MLDR,306,1179,HIMEFI,PRUSE,Y,PP 618,0.0757,1,PRUSE,,0.1425,0.1712,0.1796,,PP,618,
601,MLDR,306,1180,HIMEFI,PRUSE,Y,PP 701,0.0173,1,ROSMU,,0.0293,0.0838,0.1003,,P,704,
601,MLDR,306,1181,LITHXX,PRUSE,N,,,,NA,,,,,,,,
601,MLDR,306,1182,EUPIMI,PRUSE,N,,,,NA,,,,,,,,
601,MLDR,306,1183,LITHXX,PRUSE,N,,,,NA,,,,,,,,
601,MLDR,306,1184,LITHXX,PRUSE,N,,,,NA,,,,,,,,
601,MLDR,306,1185,NOCTXX,PRUSE,Y,,0.0077,1,ROSMU,HIMEFI,0.0139,0.0548,0.0495,,D,629,
601,MLDR,306,1186,EUPSXX,PRUSE,N,,,,NA,,,,,,,,
601,MLDR,306,1187,MELACA,PRUSE,Y,"YELLOW STRIPE, PP 615",0.0029,1,NA,,,,,,PP,615,
601,MLDR,306,1188,HYPAUN,PRUSE,Y,,0.0872,1,MALFL,PALEVE,0.0678,,,,P,,
601,MLDR,306,1189,EUPISW,AMEXX,N,,,,NA,,,,,,,,
601,MLDR,306,1190,ZALEXX,AMEXX,Y,,-1,1,NA,,,,,,T,601,
601,MLDR,306,1191,HYPAUN,AMEXX,Y,PP 606,0.112,1,AMEXX,PALEVE,0.0918,,,,P,608,
601,MLDR,306,1192,MICROX,AMEXX,N,,,,NA,,,,,,,,
601,MLDR,306,1193,ORTHRU,MALFL,Y,,0.0945,1,PRUSE,,0.0837,,,,,,
601,MLDR,306,1194,HYPAUN,MALFL,Y,PP 606,0.0793,1,MALFL,PALEVE,0.0757,,,,PP,606,
601,MLDR,306,1195,FIGST,MALFL,N,,,,NA,,,,,,,,
601,MLDR,306,1196,MICROX,MALFL,N,,,,NA,,,,,,,,
601,MLDR,306,1197,HYPAUN,MALPR,N,,,,AMEXX,,,,,,,,
601,MLDR,306,1198,HYPAUN,MALPR,Y,T BUT SOMEHOW STILL ALIVE,0.1012,1,MALFL,PALEVE,0.0084,,,,T,606,
601,MLDR,306,1199,MELACA,MALPR,Y,,0.0151,1,NA,,,,,,,,
601,MLDR,306,1200,ORTHHI,MALPR,Y,PP 609,0.2966,1,MALFL,,0.2529,,,,T,,
601,MLDR,306,1201,HYPAUN,MALPR,N,,,,AMEXX,,,,,,,,
601,MLDR,306,1202,MICROX,MALPR,N,,,,NA,,,,,,,,
601,MLDR,306,1203,PROCLI,MALPR,N,,,,NA,,,,,,,,
601,MLDR,306,1204,HYPAUN,MALPR,Y,PP 613,0.0839,1,AMEXX,MELACA,,,,,PP,613,
601,MLDR,306,1205,HYPAUN,MALPR,N,,,,MALFL,PALEVE,,,,,MIA,601,
601,MLDR,306,1206,FIGST,PRUSE,N,,,,NA,,,,,,,,
601,MLDR,306,1207,FIGST,PRUSE,N,,,,NA,,,,,,,,
601,MLDR,306,1208,MELACA,PRUSE,Y,"MAYBE SAME AS 1178, NOT MELACA",0.0217,1,NA,,,,,,PP,610,
601,MLDR,306,1209,PROCLI,PRUSE,N,,,,NA,,,,,,,,
601,MLDR,306,1210,ORTHRU,PRUSE,Y,T,0.0568,1,ROSMU,,,,,,T,602,
601,MLDR,306,1211,ORTHRU,PRUSE,Y,PP 614,0.1414,1,MALFL,,0.1566,0.3818,0.8565,,PP,614,
601,MLDR,306,1212,ORTHRU,PRUSE,Y,UNDERFED,0.1542,1,MALFL,,0.1512,,,,D,610,
601,MLDR,306,1213,HIMEFI,PRUSE,Y,PP 616,0.0484,1,RUBXX,,0.091,0.2321,0.2993,,PP,616,
601,MLDR,306,1214,EUPIMI,PRUSE,N,,,,NA,,,,,,,,
601,MLDR,306,1215,HYPAUN,PRUSE,Y,"P 606, TOID EMERGED FROM PUPA, ACTUALLY HYPAUN",0.3728,1,MALFL,,,,,,T,627,
601,MLDR,306,1216,ORTHRU,PRUSE,Y,,0.1192,1,PRUSE,,0.1347,,,,D,606,
601,MLDR,306,1217,ORTHRU,PRUSE,Y,,0.3529,1,PRUSE,,0.4508,,,,D,606,
601,MLDR,306,1218,HYPAUN,CRAXX,Y,,0.0327,1,AMEXX,PALEVE,0.0286,0.0181,0.0136,,D,614,
601,MLDR,306,1219,ORTHRU,PRUSE,Y,,0.0958,1,MALFL,,0.0916,0.1514,0.1388,,D,614,
,,,1220,,,N,,,,,,,,,,,,
,,,1221,,,N,,,,,,,,,,,,
,,,1222,,,N,,,,,,,,,,,,
602,MLDR,307,1223,NEMARE,VIBAC,N,,,,,,,,,,,,
602,MLDR,307,1224,MICROX,VIBAC,N,,,,,,,,,,,,
602,MLDR,307,1225,EUPIJE,VIBAC,N,,,,,,,,,,,,
602,MLDR,307,1226,PHIGST,VIBAC,N,,,,,,,,,,,,
602,MLDR,307,1227,EUPSXX,VIBAC,N,,,,,,,,,,,,
602,MLDR,307,1228,EUPISW,VIBAC,Y,,0.0131,1,,,,,,,D,614,
602,MLDR,308,1229,MICROX,VIBAC,N,,,,,,,,,,,,
602,MLDR,308,1230,CROCNO,VIBAC,Y,,0.0252,1,,,,,,,P,706,
602,MLDR,308,1231,MICROX,BERTH,N,,,,,,,,,,,,
602,MLDR,308,1232,ORTHRU,VIBAC,Y,PP 613,0.1647,1,NA,,,,,,PP,613,
602,MLDR,308,1233,LAMBFI,BERTH,Y,,0.0021,1,,,,,,,D,613,
602,MLDR,309,1234,ORTHRU,LIGOB,Y,,0.1113,1,,,,,,,T,606,
602,MLDR,309,1235,PROCLI,VIBSI,Y,,0.0864,1,,,,,,,T,603,
602,MLDR,309,1236,ZALEXX,VIBSI,Y,TOID,0.0271,1,,,,,,,T,603,
602,MLDR,309,1237,HYPAUN,ROSMU,Y,"ACTUAL HYPAUN, PP 613",0.0337,1,,,,,,,PP,,
602,MLDR,309,1238,ORTHRU,ROSMU,Y,,0.0397,1,MALFL,,0.0328,,,,D,610,
602,MLDR,309,1239,HYPAUN,ROSMU,Y,E IRIDLA? MIA 624,0.0286,1,,IRIDLA,,,,,P,624,
602,MLDR,309,1240,EUPSXX,ROSMU,N,,,,,,,,,,,,
602,MLDR,309,1241,MICROX,ROSMU,N,,,,,,,,,,,,
602,MLDR,309,1242,EUPIMI,ROSMU,N,,,,,,,,,,,,
602,MLDR,309,1243,MICROX,VIBSI,N,,,,,,,,,,,,
602,MLDR,309,1244,HYPAUN,ROSMU,Y,,0.0193,1,,ANTETH,,,,,D,616,
602,MLDR,309,1245,ORTHRU,ROSMU,Y,PP 706,0.0276,1,PRUSE,,0.0234,0.0877,0.0486,,PP,706,
602,MLDR,309,1246,ORTHRU,ROSMU,Y,TOID,0.1059,1,PRUSE,,0.0902,,,,T,606,
602,MLDR,309,1247,ORTHRU,VIBSI,Y,T?,0.0927,1,NA,,,,,,D,609,
602,MLDR,309,1248,MALADI,ROSMU,N,,,,,,,,,,,,
602,MLDR,309,1249,NOCTXX,LIGOB,Y,,0.0057,1,LIGOB,ACHADI,0.0277,0.0398,0.0335,,P,908,
602,MLDR,310,1250,EUPIXX,LIGOB,Y,,0.0083,1,,,,,,,T,613,
602,MLDR,310,1251,MICROX,VIBDI,N,,,,,,,,,,,,
602,MLDR,310,1252,MELACA,VIBDI,Y,PP 701,0.0065,1,VIBDI,ENNOSU,0.0361,0.125,0.3176,,PP,701,
602,MLDR,310,1253,ORTHRU,LIGOB,Y,,0.0222,1,,,,,,,D,613,
602,MLDR,310,1254,PROCLI,LIGOB,Y,,0.1004,1,,,,,,,D,627,
602,MLDR,310,1255,LITHXX,PRUSE,N,,,,,,,,,,,,
602,MLDR,310,1256,ORTHXX,PRUSE,Y,,0.0677,1,PRUSE,,0.0576,,,,D,610,
602,MLDR,310,1257,EUPIXX,PRUSE,Y,,0.0273,1,,,,,,,P,607,
602,MLDR,310,1258,GEOMXX,PRUSE,Y,,0.0376,1,,,,,,,T,607,
,,,1259,,,N,,,,,,,,,,,,
606,MLDR,311,1260,MELACA,ROSMU,Y,NOT CROCNO PP 623,0.0077,1,ROSMU,EUPIXX,0.0195,0.0137,0.035,,PP,623,
606,MLDR,311,1261,ZALEXX,ROSMU,Y,HIMEFI?,0.0085,1,ROSMU,ACHADI,0.1717,0.2147,0.4622,,PP,725,
606,MLDR,311,1262,MICROX,VIBDI,N,,,,,,,,,,,,
606,MLDR,311,1263,EUPIMI,VIBDI,Y,PP 616,0.0111,1,VIBLE,,,,,,PP,616,
606,MLDR,311,1264,MELACA,FRAAM,Y,PP,613,1,,,,,,,PP,613,
606,MLDR,312,1265,HIMEFI,ROSMU,Y,,0.0491,1,ROSMU,,0.0423,0.0521,0.0777,,T,620,
606,MLDR,312,1266,MESORU,PRUSE,Y,"MAYBE TOID, PP 616, E, MB",0.0151,1,,,,,,,P,620,
606,MLDR,312,1267,PALEVE,PRUSE,Y,,0.1319,1,,,,,,,P,615,
606,MLDR,312,1268,GEOMXX,PRUSE,Y,MELACA?,0.0026,1,,LOMOVE?,,,,,D,620,
606,MLDR,312,1269,ORTHHI,MALFL,Y,PP 626,0.2466,1,ROSMU,,0.205,0.3734,0.6137,,PP,626,
606,MLDR,312,1270,ORTHHI,MALFL,Y,,0.3078,1,,,,,,,T,615,
606,MLDR,312,1271,HIMEFI,MALFL,Y,,0.0802,1,PRUSE,,0.0608,,,,D,613,
606,MLDR,312,1272,MICROX,PRUSE,N,,,,,,,,,,,,
606,MLDR,312,1273,LITHXX,FRAAM,N,,,,,,,,,,,,
606,MLDR,312,1274,ANTETH,ROSMU,Y,TOID,0.0918,1,,,,,,,T,613,
